Plot Number,Plant Number,Genotype,Stem Diameter,Tap Root dimeter,Overall,Nodule Size,Nodule Density,Number Adv/Up Roots,Lateral Root Denisty Adv/Up,Angle 1 Adv/Up,Angle 2 Adv/Up,Angle 3 Adv/Up,Angle 4 Adv/Up,Angle 5 Adv/Up,Number Lower Roots,Lateral Root Denisty Lower,Angle 1 Lower,Angle 2 Lower,Angle 3 Lower,Angle 4 Lower,Angle 5 Lower
1006,5,15,8,7,1,1,1,0,0,na,na,na,na,na,12,6,5,15,30,35,40
1007,1,3,14,4,4,3,3,10,8,0,0,0,5,5,33,14,60,70,65,50,70
1007,2,3,14,8,3,2,2,5,10,20,20,10,10,10,18,7,10,10,15,15,20
1007,3,3,12,8,3,3,2,9,4,5,5,0,0,10,14,5,10,30,40,40,15
1007,4,3,8,7,4,3,3,0,na,na,na,na,na,na,43,7,40,50,30,30,30
1007,5,3,14,8,3,3,2,10,10,0,10,5,5,5,18,7,10,10,10,20,20
1008,1,8,9,8,3,2,2,16,5,5,5,0,0,10,7,6,20,20,20,30,30
1008,2,8,12,6,2,2,2,1,5,0,na,na,na,na,10,5,30,30,25,30,20
1008,3,8,6,5,3,2,2,10,14,5,5,10,10,5,9,11,25,25,30,30,10
1008,4,8,11,8,3,2,2,14,5,0,5,5,0,0,16,6,30,40,40,35,30
1008,5,8,14,6,4,3,3,4,9,0,0,15,15,na,8,9,20,30,20,20,30
1009,1,5,11,5,3,3,2,0,na,na,na,na,na,na,15,30,35,40,50,55,60
1009,2,5,14,10,3,3,3,7,6,0,0,0,5,5,26,8,25,25,30,25,15
1009,3,5,8,5,4,3,3,16,5,10,15,20,20,15,14,11,80,70,60,65,50
1009,4,5,12,6,4,3,3,14,11,10,15,15,10,10,14,5,20,25,30,30,20
1009,5,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1010,1,10,13,8,4,3,1,3,3,0,10,5,na,na,24,6,40,45,25,35,30
1010,2,10,11,4,3,2,1,0,na,na,na,na,na,na,21,14,0,45,45,30,35
1010,3,10,10,4,3,2,1,1,7,0,na,na,na,na,13,6,25,20,25,20,30
1010,4,10,7,5,4,3,3,1,6,0,na,na,na,na,18,8,45,55,50,40,45
1010,5,10,6,4,4,3,3,na,na,na,na,na,na,na,14,8,55,10,10,20,20
1011,1,24,11,10,1,3,1,5,7,0,5,25,25,30,23,8,20,30,40,35,45
1011,2,24,10,6,1,4,1,3,8,0,5,5,na,na,11,5,15,20,25,10,40
1011,3,24,11,8,2,4,1,2,5,5,5,na,na,na,15,7,20,30,35,45,60
1011,4,24,9,6,1,1,1,1,3,0,na,na,na,na,22,8,30,35,20,40,45
1011,5,24,6,4,2,3,1,1,7,0,na,na,na,na,12,7,10,25,40,30,35
1012,1,16,9,6,4,4,3,0,na,na,na,na,na,na,37,7,0,0,10,5,5
1012,2,16,11,9,4,2,2,6,7,0,5,5,5,0,17,11,40,40,50,55,30
1012,3,16,6,4,4,3,3,1,13,0,na,na,na,na,37,16,30,25,30,15,15
1012,4,16,11,6,4,3,3,0,na,na,na,na,na,na,25,8,20,25,25,30,30
1012,5,16,6,4,3,2,2,0,na,na,na,na,na,na,17,6,0,5,5,10,10
1013,1,20,15,6,1,1,1,1,7,5,na,na,na,na,10,7,20,30,30,50,60
1013,2,20,14,10,2,1,1,7,6,0,0,5,5,0,17,4,10,10,5,5,5
1013,3,20,8,4,3,2,1,0,na,na,na,na,na,na,30,4,0,0,10,10,30
1013,4,20,13,7,3,1,1,4,3,0,0,0,0,na,26,7,25,20,30,25,20
1013,5,20,9,4,2,1,1,1,7,0,na,na,na,na,14,9,50,20,20,30,30
1014,1,4,13,9,1,2,1,5,8,0,5,5,0,0,17,5,40,35,25,30,35
1014,2,4,14,12,2,2,1,1,12,0,na,na,na,na,24,5,0,0,10,10,15
1014,3,4,11,8,1,3,2,1,4,0,na,na,na,na,16,4,20,20,25,20,10
1014,4,4,13,4,3,2,2,10,9,5,5,5,10,10,14,8,45,40,35,30,60
1014,5,4,11,5,3,2,1,0,na,na,na,na,na,na,28,11,10,10,15,15,20
1015,1,18,12,15,2,2,1,3,6,5,5,10,na,na,16,11,10,10,15,20,20
1015,2,18,11,15,1,2,1,3,6,0,5,20,na,na,14,11,15,15,30,35,30
1015,3,18,11,11,1,2,1,3,2,5,5,0,na,na,16,7,20,30,40,30,25
1015,4,18,12,13,1,2,1,3,6,10,15,15,na,na,27,8,20,20,40,25,10
1015,5,18,6,10,3,2,1,5,6,5,5,10,10,10,12,7,50,30,35,20,40
1016,1,6,9,13,4,3,3,4,4,0,10,5,5,na,17,13,5,20,20,30,30
1016,2,6,9,7,4,4,5,0,na,na,na,na,na,na,32,12,5,10,15,20,15
1016,3,6,8,11,5,4,4,0,na,na,na,na,na,na,25,13,10,20,30,20,20
1016,4,6,9,18,3,4,2,6,7,5,5,10,10,5,19,9,5,5,10,10,50
1016,5,6,7,12,3,3,2,5,7,5,5,5,10,10,14,9,10,10,15,30,50
1017,1,12,7,4,3,4,4,0,na,na,na,na,na,na,32,5,30,35,40,45,30
1017,2,12,7,5,3,2,1,0,na,na,na,na,na,na,28,8,25,35,25,35,20
1017,3,12,8,5,2,1,1,0,na,na,na,na,na,na,32,8,20,25,30,35,40
1017,4,12,8,6,2,2,2,0,na,na,na,na,na,na,36,7,30,35,40,40,20
1017,5,12,7,6,3,2,1,1,15,5,na,na,na,na,18,8,25,30,35,40,40
1018,1,14,6,4,3,3,4,1,3,10,na,na,na,na,24,6,0,0,5,5,10
1018,2,14,13,7,1,2,2,1,5,15,na,na,na,na,17,8,10,10,15,15,10
1018,3,14,12,7,1,1,1,4,9,0,0,5,5,na,19,7,10,20,25,10,30
1018,4,14,12,6,2,4,1,4,3,0,0,0,0,na,19,7,10,10,15,15,20
1018,5,14,11,6,2,2,2,3,6,5,5,5,na,na,19,6,30,35,20,40,30
1019,1,19,13,8,4,3,4,0,na,na,na,na,na,na,35,13,40,50,45,40,50
1019,2,19,4,4,5,3,3,0,na,na,na,na,na,na,36,8,35,45,40,45,50
1019,3,19,6,4,4,3,3,0,na,na,na,na,na,na,32,7,30,35,40,45,40
1019,4,19,14,11,4,3,3,3,8,0,0,5,na,na,25,8,0,0,5,5,20
1019,5,19,6,3,4,3,3,1,4,15,na,na,na,na,19,7,20,25,5,5,45
1020,1,23,6,5,3,3,2,8,6,0,0,5,10,15,14,8,10,10,15,15,20
1020,2,23,12,10,3,2,2,5,7,0,5,10,5,5,20,28,0,0,5,10,5
1020,3,23,10,8,3,3,2,10,8,0,0,0,5,5,22,10,5,10,20,25,30
1020,4,23,10,8,3,3,3,10,11,0,0,0,5,5,8,7,0,0,5,5,5
1020,5,23,8,7,3,3,1,0,0,na,na,na,na,na,22,10,0,0,10,10,15
1021,1,22,8,9,3,3,3,7,7,0,0,5,5,10,28,10,10,10,20,25,30
1021,2,22,5,4,2,2,1,0,0,na,na,na,na,na,22,7,5,10,20,25,30
1021,3,22,6,5,3,3,2,5,6,0,0,5,5,5,13,5,5,10,10,15,20
1021,4,22,5,4,2,2,2,6,7,5,0,5,10,0,21,8,10,10,15,20,30
1021,5,22,8,8,1,2,1,5,5,0,0,5,5,10,10,5,15,15,20,30,35
1022,1,7,8,8,3,7,5,5,5,5,5,10,20,0,8,6,10,10,30,40,35
1022,2,7,8,6,2,3,2,10,6,0,0,5,5,10,8,7,20,30,35,40,35
1022,3,7,8,5,2,2,1,7,6,0,5,5,20,10,11,6,30,30,20,25,40
1022,4,7,9,9,3,3,2,8,7,0,0,5,10,15,5,4,10,30,20,25,30
1022,5,7,8,8,2,2,1,6,9,0,5,5,10,15,9,5,10,10,25,20,30
1023,1,9,5,4,2,3,2,6,6,0,0,5,10,15,20,11,5,10,20,30,30
1023,2,9,8,7,3,3,2,10,10,0,0,5,5,5,15,3,5,5,10,15,15
1023,3,9,5,6,3,3,2,7,6,0,0,5,5,10,14,9,5,5,10,25,15
1023,4,9,8,6,3,3,3,6,7,0,0,5,5,10,16,8,0,5,5,15,20
1023,5,9,10,9,3,4,3,5,9,0,0,5,5,10,18,7,20,20,15,30,25
1024,1,2,16,8,2,1,1,5,4,0,0,10,20,20,12,5,15,20,25,25,30
1024,2,2,5,4,1,1,1,3,7,0,0,0,na,na,9,6,10,10,20,20,25
1024,3,2,16,5,3,3,2,3,6,0,0,na,na,na,22,10,10,15,20,30,35
1024,4,2,10,6,1,2,1,2,4,5,5,na,na,na,8,6,15,45,40,30,20
1024,5,2,12,8,2,3,2,0,0,na,na,na,na,na,10,6,0,0,5,10,15
2001,1,6,7,5,2,na,1,0,na,na,na,na,na,na,18,8,0,0,40,30,20
2001,2,6,8,6,2,3,1,0,na,na,na,na,na,na,18,14,10,40,40,35,35
2001,3,6,9,9,3,2,2,0,na,na,na,na,na,na,22,16,30,40,60,50,30
2001,4,6,8,3,3,2,1,0,na,na,na,na,na,na,16,18,30,35,40,20,20
2001,5,6,6,5,3,2,2,2,6,0,0,na,na,na,20,10,20,30,10,20,30
2002,1,16,6,3,4,2,3,2,4,0,0,na,na,na,19,12,50,40,35,30,25
2002,2,16,6,4,3,2,1,0,na,na,na,na,na,na,18,12,0,10,0,30,30
2002,3,16,8,5,3,3,2,0,na,na,na,na,na,na,22,10,10,20,30,40,30
2002,4,16,6,3,3,3,3,0,na,na,na,na,na,na,23,14,0,5,10,25,20
2002,5,16,7,3,3,3,3,0,na,na,na,na,na,na,20,14,0,10,20,20,5
2003,1,17,9,6,3,3,1,0,na,na,na,na,na,na,15,12,10,25,40,35,10
2003,2,17,7,5,2,2,1,0,na,na,na,na,na,na,12,14,0,20,20,15,20
2003,3,17,8,6,3,2,2,0,na,na,na,na,na,na,15,10,0,0,15,35,20
2003,4,17,10,5,2,3,2,4,16,0,0,0,5,na,10,12,25,10,30,30,20
2003,5,17,10,4,1,2,0,2,4,0,5,na,na,na,5,16,0,25,25,30,0
2004,1,9,8,6,2,3,4,0,na,na,na,na,na,na,12,12,0,40,40,60,60
2004,2,9,9,4,3,3,3,0,na,na,na,na,na,na,14,13,5,0,10,20,35
2004,3,9,8,5,2,2,1,0,na,na,na,na,na,na,13,10,20,30,50,15,20
2004,4,9,7,5,3,4,4,0,na,na,na,na,na,na,14,12,5,0,10,10,30
2004,5,9,8,5,3,2,2,0,na,na,na,na,na,na,16,12,0,20,40,20,25
2005,1,12,8,6,3,3,2,2,14,0,0,na,na,na,16,12,5,10,25,10,5
2005,2,12,9,5,3,3,2,0,na,na,na,na,na,na,16,12,10,5,10,5,10
2005,3,12,10,7,2,1,1,2,6,10,5,na,na,na,16,10,40,20,15,15,20
2005,4,12,12,5,2,1,1,2,0,0,0,na,na,na,8,6,45,20,20,20,20
2005,5,12,7,4,2,2,1,2,16,0,0,na,na,na,9,6,30,25,35,10,20
2006,1,18,8,4,2,3,2,0,na,na,na,na,na,na,12,20,60,50,50,40,50
2006,2,18,6,5,1,2,1,0,na,na,na,na,na,na,6,6,20,30,5,20,15
2006,3,18,8,4,1,2,1,1,2,10,na,na,na,na,15,10,30,15,20,30,30
2006,4,18,7,5,1,3,1,2,6,0,0,na,na,na,6,4,5,20,40,20,20
2006,5,18,7,5,2,3,2,2,4,0,0,na,na,na,6,12,40,30,20,25,30
2007,1,8,7,5,2,3,1,6,10,0,20,0,0,0,11,12,50,20,40,30,60
2007,2,8,5,5,1,3,1,9,5,10,0,20,20,0,6,4,25,20,30,0,0
2007,3,8,6,5,2,3,2,3,8,0,0,0,na,na,10,8,40,40,0,0,20
2007,4,8,8,5,2,3,3,3,6,0,0,10,na,na,16,6,0,30,10,0,0
2007,5,8,7,4,2,3,2,14,10,15,10,15,0,30,12,9,0,20,20,15,15
2008,1,22,10,6,3,3,2,0,0,na,na,na,na,na,28,20,0,0,0,10,0
2008,2,22,12,5,3,3,2,9,16,15,20,20,0,0,15,13,0,30,10,0,0
2008,3,22,8,6,2,3,1,2,7,5,30,na,na,na,16,5,5,20,0,0,0
2008,4,22,9,4,2,3,2,3,3,0,10,20,na,na,15,11,5,5,20,20,0
2008,5,22,8,5,3,3,1,6,7,30,30,0,0,20,22,11,20,0,30,40,0
2009,1,1,11,7,1,1,1,0,0,na,na,na,na,na,17,7,0,5,5,30,35
2009,2,1,11,6,1,1,1,4,5,0,0,10,10,na,6,5,15,20,20,10,10
2009,3,1,14,6,1,1,1,4,8,15,15,15,na,na,12,5,30,20,25,20,20
2009,4,1,6,5,1,1,1,1,2,15,na,na,na,na,11,6,5,40,0,5,5
2009,5,1,7,6,2,2,2,0,0,na,na,na,na,na,17,7,10,10,5,5,10
2010,1,13,6,4,1,1,1,5,10,0,0,0,5,5,10,4,30,30,25,20,25
2010,2,13,11,4,1,1,1,1,6,0,na,na,na,na,11,3,10,20,20,25,15
2010,3,13,13,7,2,3,3,11,6,5,5,0,0,5,24,8,20,25,20,25,30
2010,4,13,6,2,1,2,2,1,6,0,na,na,na,na,6,10,10,15,25,25,20
2010,5,13,7,4,1,1,1,0,0,na,na,na,na,na,13,10,20,15,15,15,20
2011,1,2,15,4,1,4,1,1,5,0,na,na,na,na,9,7,10,10,15,15,10
2011,2,2,16,6,1,2,1,3,6,30,35,30,na,na,6,11,15,15,10,10,10
2011,3,2,14,5,1,1,1,2,5,0,0,na,na,na,15,6,5,5,0,0,5
2011,4,2,14,6,1,1,1,2,6,5,5,na,na,na,15,9,5,5,10,10,5
2011,5,2,16,6,3,1,1,2,7,15,15,na,na,na,14,5,20,20,25,25,20
2012,1,19,12,7,3,2,1,0,0,na,na,na,na,na,34,4,5,5,20,15,15
2012,2,19,9,6,1,1,1,12,6,5,5,5,10,10,6,5,50,50,40,55,45
2012,3,19,7,4,3,2,3,0,0,na,na,na,na,na,34,8,0,0,10,10,5
2012,4,19,13,7,3,1,1,24,7,0,0,10,10,5,8,5,0,15,10,10,15
2012,5,19,8,6,3,na,2,0,0,na,na,na,na,na,30,6,10,10,15,15,5
2013,1,7,11,5,3,2,2,14,10,0,0,5,5,5,7,11,50,30,55,55,40
2013,2,7,12,6,2,1,1,0,0,na,na,na,na,na,12,8,25,30,20,20,15
2013,3,7,6,4,2,3,1,0,0,na,na,na,na,na,19,8,5,10,20,25,20
2013,4,7,8,6,3,3,3,0,0,na,na,na,na,na,26,5,15,15,20,20,45
2013,5,7,13,6,3,4,2,4,6,5,5,10,10,na,14,7,15,15,10,10,5
2014,1,24,12,4,1,1,1,1,4,5,na,na,na,na,6,4,0,0,5,5,5
2014,2,24,14,4,1,3,3,0,0,na,na,na,na,na,18,7,10,10,25,25,15
2014,3,24,11,8,2,4,2,3,6,0,0,5,na,na,16,7,5,5,15,10,10
2014,4,24,13,4,2,2,2,2,4,0,5,na,na,na,11,6,15,15,10,10,20
2014,5,24,9,3,3,3,3,0,0,na,na,na,na,na,13,4,10,5,5,5,5
2015,1,4,9,5,2,2,2,0,na,na,na,na,na,na,27,7,0,0,0,5,5
2015,2,4,10,6,2,2,1,15,6,5,5,5,10,10,8,5,40,45,60,65,40
2015,3,4,14,6,1,1,1,3,3,0,0,0,na,na,10,8,15,15,35,30,30
2015,4,4,12,6,2,2,2,6,8,5,5,5,5,10,16,7,10,10,15,15,10
2015,5,4,11,6,2,1,1,17,5,0,0,10,10,5,12,6,30,35,30,40,45
2016,1,14,14,3,2,3,2,2,7,20,20,na,na,na,12,5,0,10,10,20,30
2016,2,14,9,5,2,3,2,5,6,0,0,5,10,5,14,8,10,10,40,10,10
2016,3,14,10,3,2,2,2,7,5,5,5,10,5,0,11,12,10,20,0,10,30
2016,4,14,9,5,3,3,3,0,na,na,na,na,na,na,15,8,10,20,20,20,10
2016,5,14,9,8,2,3,3,1,4,0,na,na,na,na,15,12,0,0,0,40,5
2017,1,23,9,5,3,4,3,2,4,0,0,na,na,na,20,8,30,0,0,5,5
2017,2,23,9,4,3,2,1,0,na,na,na,na,na,na,23,8,20,20,10,25,10
2017,3,23,7,3,2,3,2,5,10,0,5,0,10,0,17,10,10,10,30,50,25
2017,4,23,7,5,3,3,2,0,na,na,na,na,na,na,22,13,5,10,10,10,0
2017,5,23,8,5,3,2,2,0,na,na,na,na,na,na,32,8,10,15,10,5,5
2018,1,11,6,4,1,1,1,2,4,0,0,na,na,na,19,5,5,5,5,10,10
2018,2,11,10,5,1,2,2,14,6,5,5,5,0,0,14,4,10,10,15,15,15
2018,3,11,7,5,2,1,1,3,4,0,0,0,0,na,10,4,10,10,15,15,10
2018,4,11,6,4,1,1,1,0,na,na,na,na,na,na,23,6,10,10,15,15,10
2018,5,11,9,5,1,2,4,4,3,15,15,15,10,na,17,5,10,10,15,15,10
2019,1,21,8,5,3,4,4,4,10,0,0,5,5,na,16,18,5,0,0,10,40
2019,2,21,9,10,2,4,2,0,na,na,na,na,na,na,13,8,10,20,20,25,25
2019,3,21,9,7,2,3,2,4,8,0,5,10,5,na,11,8,10,10,30,0,30
2019,4,21,9,4,3,3,2,5,12,0,0,5,10,5,12,15,20,5,10,20,35
2019,5,21,7,6,2,3,3,9,16,5,10,0,0,0,6,12,30,30,15,20,20
2020,1,10,8,6,3,3,2,3,15,5,0,0,na,na,19,14,40,40,30,30,30
2020,2,10,8,5,3,0,0,4,12,60,70,0,50,na,14,16,0,60,0,0,0
2020,3,10,8,5,2,3,3,0,na,na,na,na,na,na,24,10,20,20,0,25,15
2020,4,10,8,4,3,3,3,0,na,na,na,na,na,na,29,12,35,0,20,10,0
2020,5,10,9,5,3,2,2,3,9,0,20,20,na,na,18,12,20,10,20,0,25
2021,1,20,10,5,2,3,2,6,12,10,20,40,0,20,12,7,40,60,90,70,60
2021,2,20,11,5,1,3,1,2,6,30,0,na,na,na,15,14,0,15,15,0,5
2021,3,20,10,5,2,3,2,0,na,na,na,na,na,na,16,12,20,20,40,30,70
2021,4,20,9,6,1,5,1,2,9,0,0,na,na,na,11,9,5,0,30,20,20
2021,5,20,10,5,3,3,3,6,12,20,0,0,0,10,17,10,40,10,20,0,10
2022,1,3,7,5,1,3,3,11,5,0,0,0,0,10,10,8,0,20,15,50,30
2022,2,3,7,5,3,4,3,7,12,0,0,0,10,10,12,11,0,10,10,30,20
2022,3,3,10,6,3,3,3,5,14,0,0,30,0,0,12,15,10,0,20,30,10
2022,4,3,9,9,3,4,3,5,9,0,0,0,0,10,15,16,10,10,20,0,20
2022,5,3,8,5,2,3,2,0,na,na,na,na,na,na,14,12,20,30,20,0,20
2023,1,5,6,3,3,4,3,0,na,na,na,na,na,na,18,8,10,15,20,30,25
2023,2,5,7,5,2,3,2,0,na,na,na,na,na,na,17,10,0,5,10,30,40
2023,3,5,6,4,3,2,2,1,0,10,na,na,na,na,24,8,20,20,30,30,20
2023,4,5,6,3,3,3,3,0,na,na,na,na,na,na,24,10,10,20,20,30,40
2023,5,5,9,5,3,3,3,0,na,na,na,na,na,na,16,8,10,40,30,5,25
2024,1,15,14,10,3,4,3,0,na,na,na,na,na,na,17,16,5,0,40,10,30
2024,2,15,7,3,3,3,3,4,6,5,10,5,15,na,5,12,50,30,60,40,30
2024,3,15,10,7,2,3,2,4,2,0,0,0,0,na,9,10,20,30,20,15,15
2024,4,15,14,7,2,3,2,1,2,0,na,na,na,na,15,9,20,30,30,30,40
2024,5,15,10,9,3,3,3,0,na,na,na,na,na,na,28,12,0,0,20,20,10
3001,1,5,12,7,3,3,2,0,na,na,na,na,na,na,32,9,45,40,30,35,40
3001,2,5,10,6,2,1,1,22,7,30,30,35,20,25,8,7,0,0,10,10,0
3001,3,5,12,7,3,3,3,0,na,na,na,na,na,na,36,7,30,35,40,45,30
3001,4,5,9,4,2,3,2,0,na,na,na,na,na,na,16,5,15,15,30,30,15
3001,5,5,11,5,3,3,3,0,na,na,na,na,na,na,28,5,20,20,25,30,35
3002,1,17,8,4,3,3,2,5,14,5,0,0,0,0,15,15,40,20,20,20,50
3002,2,17,9,5,2,3,1,7,8,50,10,0,0,20,19,14,0,0,30,20,0
3002,3,17,7,5,3,3,3,6,10,0,0,0,10,0,12,13,20,0,20,0,30
3002,4,17,9,4,3,3,3,15,16,0,0,0,0,30,10,8,0,20,20,10,0
3002,5,17,8,5,3,4,2,9,21,40,0,0,0,20,20,16,30,35,30,0,0
3003,1,18,8,5,1,1,1,7,11,5,5,5,5,10,4,5,5,10,10,10,na
3003,2,18,12,6,1,1,1,1,6,40,na,na,na,na,8,8,30,35,40,45,40
3003,3,18,11,8,1,1,1,5,6,15,20,25,15,15,10,6,20,20,30,35,20
3003,4,18,14,6,1,1,3,4,4,15,15,15,15,na,8,3,0,0,5,5,10
3003,5,18,11,6,1,1,1,2,6,0,5,na,na,na,14,9,15,15,15,10,10
3004,1,6,9,4,1,1,1,5,2,15,0,0,0,10,7,10,20,35,30,35,40
3004,2,6,9,6,2,2,2,8,7,0,0,5,5,5,19,11,20,25,15,15,15
3004,3,6,7,4,1,1,1,0,na,na,na,na,na,na,15,9,5,15,15,20,20
3004,4,6,7,4,1,1,1,0,na,na,na,na,na,na,17,9,15,15,10,10,10
3004,5,6,11,6,1,1,1,11,5,5,5,5,5,10,14,7,35,30,30,40,40
3005,1,23,9,5,3,3,2,0,na,na,na,na,na,na,23,16,10,20,0,0,0
3005,2,23,8,5,3,3,2,1,11,0,na,na,na,na,23,13,5,0,0,20,30
3005,3,23,10,5,3,3,2,0,na,na,na,na,na,na,26,18,0,20,10,5,5
3005,4,23,8,5,3,3,2,0,na,na,na,na,na,na,25,9,10,10,0,0,20
3005,5,23,7,4,3,3,2,0,na,na,na,na,na,na,18,20,0,50,0,0,0
3006,1,8,14,6,1,3,1,1,8,0,na,na,na,na,5,6,0,0,5,5,0
3006,2,8,11,4,1,2,3,0,na,na,na,na,na,na,20,5,5,5,10,10,0
3006,3,8,11,6,1,2,3,0,na,na,na,na,na,na,14,4,0,0,5,5,5
3006,4,8,6,4,1,3,3,0,na,na,na,na,na,na,18,9,5,5,5,5,10
3006,5,8,8,6,1,2,1,4,10,0,5,5,5,na,15,7,35,30,40,45,30
3007,1,12,11,8,1,2,2,6,6,20,15,15,15,20,14,8,20,20,15,15,20
3007,2,12,6,4,1,1,1,6,7,0,5,5,5,5,11,8,0,0,0,0,0
3007,3,12,8,6,1,3,1,9,11,0,0,5,5,5,10,4,15,15,15,10,10
3007,4,12,10,6,1,3,2,15,10,10,10,5,5,5,16,8,5,15,40,40,45
3007,5,12,8,5,1,1,1,0,na,na,na,na,na,na,26,5,5,5,15,15,20
3008,1,1,14,5,1,4,3,4,10,0,0,0,0,na,16,5,0,0,5,5,0
3008,2,1,17,11,3,1,1,2,6,0,0,na,na,na,6,8,0,0,0,0,0
3008,3,1,11,6,1,3,1,5,7,5,5,5,0,0,16,11,0,5,5,5,5
3008,4,1,11,3,1,1,1,8,9,15,15,10,10,5,12,6,20,30,35,35,30
3008,5,1,7,3,1,2,1,0,na,na,na,na,na,na,18,5,5,5,0,0,5
3009,1,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3009,2,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3009,3,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3009,4,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3009,5,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3010,1,4,11,6,3,4,3,6,12,0,0,0,10,5,20,16,5,10,0,0,20
3010,2,4,10,5,2,3,3,14,10,0,0,0,0,50,9,5,20,10,15,10,10
3010,3,4,10,4,3,3,2,5,14,0,0,0,25,0,25,17,20,30,5,0,10
3010,4,4,7,5,2,3,2,0,na,na,na,na,na,na,22,16,0,5,0,0,20
3010,5,4,11,5,3,3,3,12,14,0,0,0,0,0,20,14,20,0,15,0,10
3011,1,22,8,6,3,3,2,0,na,na,na,na,na,na,31,9,0,10,10,0,10
3011,2,22,6,4,2,3,2,4,12,0,0,0,0,na,24,9,10,5,0,0,30
3011,3,22,10,5,3,3,3,2,16,5,40,na,na,na,26,10,0,0,0,5,10
3011,4,22,10,3,2,3,2,3,5,0,0,0,na,na,20,9,0,10,20,0,20
3011,5,22,9,5,2,3,3,0,na,na,na,na,na,na,32,13,0,0,0,5,20
3012,1,24,10,4,1,3,1,2,11,20,0,na,na,na,10,13,0,0,0,15,20
3012,2,24,10,4,1,3,1,3,15,0,15,20,na,na,9,11,0,0,20,25,40
3012,3,24,11,5,2,3,1,1,12,40,na,na,na,na,15,14,0,40,30,30,20
3012,4,24,8,5,1,3,1,2,5,10,0,na,na,na,14,10,0,10,40,0,10
3012,5,24,8,5,1,3,3,4,8,20,30,20,10,na,13,13,0,0,0,0,10
3013,1,21,8,4,2,4,3,10,9,20,20,20,10,0,9,12,0,15,0,10,0
3013,2,21,10,5,2,3,3,4,11,0,0,20,0,na,14,8,10,0,0,20,30
3013,3,21,10,5,2,4,3,8,10,0,0,20,5,na,16,14,5,30,25,0,25
3013,4,21,8,4,3,3,2,9,10,0,0,15,10,0,19,10,0,0,0,20,0
3013,5,21,6,5,2,4,3,10,14,10,0,10,10,10,5,17,20,30,30,20,20
3014,1,3,9,5,1,3,1,15,10,0,0,0,10,10,14,14,10,5,30,30,20
3014,2,3,10,4,1,3,3,7,9,0,0,5,5,0,10,6,0,0,0,10,30
3014,3,3,9,4,1,3,1,9,6,0,20,0,0,0,12,16,20,0,0,20,20
3014,4,3,8,5,2,3,2,3,6,0,0,0,na,na,16,14,10,0,0,5,20
3014,5,3,9,4,2,3,1,0,na,na,na,na,na,na,22,12,0,20,0,5,60
3015,1,15,8,5,2,3,3,3,8,20,0,0,na,na,16,15,25,25,30,10,30
3015,2,15,9,5,3,4,3,0,na,na,na,na,na,na,22,11,0,0,10,0,0
3015,3,15,6,4,2,3,3,1,2,50,na,na,na,na,18,20,0,0,40,30,0
3015,4,15,11,5,2,4,2,8,13,0,20,10,0,0,16,12,10,20,60,40,40
3015,5,15,10,3,2,3,2,7,16,0,0,20,0,0,13,9,40,0,0,20,30
3016,1,20,12,8,2,2,1,14,8,0,0,0,0,5,11,5,15,20,25,10,20
3016,2,20,11,7,2,4,4,6,7,15,15,15,10,10,22,8,15,20,25,20,10
3016,3,20,8,6,3,4,4,1,9,0,na,na,na,na,18,11,5,5,0,0,0
3016,4,20,8,6,3,3,3,0,na,na,na,na,na,na,29,5,10,10,20,20,20
3016,5,20,9,6,1,2,2,16,5,0,0,5,5,0,5,7,0,5,5,0,5
3017,1,11,11,6,1,2,1,0,na,na,na,na,na,na,25,7,35,30,20,25,10
3017,2,11,8,6,1,1,1,0,na,na,na,na,na,na,26,7,0,0,10,10,5
3017,3,11,9,6,1,3,1,0,na,na,na,na,na,na,19,8,5,5,5,10,10
3017,4,11,8,4,2,2,1,14,5,5,5,5,0,0,9,6,30,30,35,40,35
3017,5,11,6,4,1,1,1,0,na,na,na,na,na,na,18,8,5,5,10,10,15
3018,1,19,8,5,1,1,1,0,na,na,na,na,na,na,20,4,0,0,15,15,10
3018,2,19,7,4,1,2,1,0,na,na,na,na,na,na,25,8,5,5,0,0,10
3018,3,19,9,4,1,1,1,22,14,15,15,10,10,15,8,4,20,25,20,25,20
3018,4,19,7,4,1,1,1,19,10,25,20,20,20,20,6,5,50,45,60,45,40
3018,5,19,6,4,1,1,1,0,na,na,na,na,na,na,23,9,30,30,35,35,30
3019,1,9,7,6,3,3,2,0,na,na,na,na,na,na,30,12,5,5,5,10,10
3019,2,9,11,5,4,3,3,24,13,0,5,10,5,10,22,8,35,35,30,25,50
3019,3,9,6,3,2,2,2,0,na,na,na,na,na,na,22,13,0,0,5,5,5
3019,4,9,7,4,2,2,2,0,na,na,na,na,na,na,21,9,0,0,5,5,5
3019,5,9,7,6,1,2,1,11,12,0,0,5,5,5,14,7,20,25,30,25,20
